"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","zip_code","location","intake_total"
"ZEUS","DOG","AMER BULLDOG","BLACK/WHITE","Neutered","MED","2021-06-13T00:00:00.000","K22-041093","DA13","A409918","2022-04-12T00:00:00.000","2022-06-21T00:00:00.000","70","STRAY","FIELD","TRANSFER","HSTT","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","96161","
,  96161
(39.32612, -120.21215)","1"
,"OTHER","COCKATIEL","GRAY","Unknown","SMALL",,"K15-013774","CI02","A321233","2015-05-02T00:00:00.000","2015-05-02T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER","HEALDSBURG","HEALTHY","HEALTHY","*HEALDSBURG","COUNTY","95448","
,  95448
(38.61064, -122.86883)","1"
,"DOG","PIT BULL/MIX","BLACK","Female","PUPPY","2017-07-11T00:00:00.000","K17-024808","CS04","A356703","2017-08-11T00:00:00.000","2017-08-11T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER","DOGWOOD","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*KRIS","CAT","DOMESTIC SH","ORG TABBY","Spayed","KITTN","2018-06-01T00:00:00.000","K18-029484","LOBBY","A375389","2018-08-15T00:00:00.000","2018-08-18T00:00:00.000","3","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"MITTENS","CAT","DOMESTIC SH","BRN TABBY/WHITE","Spayed","SMALL","2011-06-10T00:00:00.000","K18-027837","CA02","A357605","2018-04-12T00:00:00.000","2018-04-26T00:00:00.000","14","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","TREATABLE/REHAB","HEALTHY","*WINDSOR","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
,"CAT","DOMESTIC SH","BLACK","Male","SMALL","2016-05-12T00:00:00.000","K17-023477","TRUCK","A352647","2017-05-12T00:00:00.000","2017-05-12T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"AZANIAH","DOG","ALASKAN HUSKY","BLACK/WHITE","Female","LARGE",,"K18-029638","DA37","A375626","2018-08-28T00:00:00.000","2018-09-12T00:00:00.000","15","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY","OUT OF COUNTY","95437","
,  95437
(39.44672, -123.80592)","1"
"DELTA","DOG","GERM SHEPHERD/BELG MALINOIS","BLACK/BROWN","Spayed","MED","2018-04-17T00:00:00.000","K18-029391","DA01","A375220","2018-08-08T00:00:00.000","2018-08-18T00:00:00.000","10","STRAY","FIELD","ADOPTION","SPEC EVENT","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"CANELA","DOG","SIBERIAN HUSKY","BLACK/WHITE","Spayed","LARGE","2019-05-05T00:00:00.000","K21-039785","DA40","A406965","2021-10-01T00:00:00.000","2021-11-24T00:00:00.000","54","OWNER SURRENDER","OVER THE COUNTER_RETURN TO OWNER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"COCONUT","DOG","PARSON RUSS TER/MIX","TAN/WHITE","Spayed","SMALL","2015-05-31T00:00:00.000","K16-018166","DA02","A334683","2016-03-22T00:00:00.000","2016-04-08T00:00:00.000","17","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"LUNA","DOG","BELG MALINOIS","SABLE","Spayed","LARGE","2018-01-30T00:00:00.000","K19-031636","DA03","A384106","2019-03-08T00:00:00.000","2019-04-23T00:00:00.000","46","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","B A GERMAN","HEALTHY","HEALTHY","OUT OF COUNTY","OUT OF COUNTY","94947","
,  94947
(38.10139, -122.57809)","1"
"*GUMBY","DOG","GERM SHEPHERD/MIX","BROWN","Neutered","LARGE","2015-12-13T00:00:00.000","K17-022321","DA10","A346222","2017-01-24T00:00:00.000","2017-02-11T00:00:00.000","18","ADOPTION RETURN","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"LUKAS","DOG","GERM SHEPHERD","BLACK","Male","LARGE","2016-07-06T00:00:00.000","K19-032887","DS56","A389257","2019-07-06T00:00:00.000","2019-07-06T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"IVY","DOG","PIT BULL/MIX","TAN/WHITE","Spayed","PUPPY","2015-04-18T00:00:00.000","K15-013902","TX","A321488","2015-05-09T00:00:00.000","2015-06-27T00:00:00.000","49","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","SANTA ROSA","OUT OF COUNTY","94503","
,  94503
(38.16805, -122.25277)","1"
"BEAST","DOG","SIBERIAN HUSKY","GRAY/WHITE","Male","MED",,"K16-020292","DS85","A340829","2016-08-13T00:00:00.000","2016-08-16T00:00:00.000","3","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","94603","
,  94603
(37.73353, -122.18493)","1"
,"CAT","DOMESTIC SH","BLACK","Neutered","SMALL",,"K14-008744","SMM","A306277","2014-05-07T00:00:00.000","2014-05-10T00:00:00.000","3","TRANSFER","VET_HOSP","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"RODGER","DOG","PUG/MIX","FAWN","Male","SMALL","2010-12-17T00:00:00.000","K16-017634","DS51","A281626","2016-01-29T00:00:00.000","2016-03-08T00:00:00.000","39","STRAY","FIELD","TRANSFER","PETLUMA PP","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","*PETALUMA","94952","
,  94952
(38.23262, -122.64426)","1"
,"DOG","PIT BULL","BR BRINDLE","Male","MED","2017-08-06T00:00:00.000","K20-036382","DS73","A399418","2020-08-06T00:00:00.000","2020-08-07T00:00:00.000","1","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"*HARRY","OTHER","GUINEA PIG","WHITE/BROWN","Male","SMALL","2020-06-07T00:00:00.000","K21-038589","CA01","A404968","2021-05-22T00:00:00.000","2021-08-04T00:00:00.000","74","STRAY","FIELD","ADOPTION","SCAS WEB","UNKNOWN","HEALTHY","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"OTHER","SNAKE/RATTLE","BROWN","Unknown","SMALL",,"K22-042466","TRUCK","A413169","2022-09-06T00:00:00.000","2022-09-07T00:00:00.000","1","STRAY","FIELD","TRANSFER","REPTILE","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"*SATURN","CAT","DOMESTIC SH","ORANGE","Neutered","KITTN","2018-04-19T00:00:00.000","K18-028713","LOBBY","A374142","2018-06-19T00:00:00.000","2018-07-11T00:00:00.000","22","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"CHARLIE","DOG","CAIRN TERRIER/MIX","GRAY/BLACK","Spayed","MED",,"K21-039604","DS62","A406694","2021-09-11T00:00:00.000","2021-09-14T00:00:00.000","3","STRAY","PHONE","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","COUNTY","*COTATI","94931","
,  94931
(38.32345, -122.70821)","1"
"*KELLY","CAT","DOMESTIC SH","GRAY TABBY","Spayed","SMALL","2017-06-22T00:00:00.000","K17-025974","CA02","A362793","2017-10-21T00:00:00.000","2017-11-17T00:00:00.000","27","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"CODY","DOG","PIT BULL/MIX","BLACK/WHITE","Neutered","MED","2015-08-06T00:00:00.000","K18-027500","TRUCK","A369325","2018-03-10T00:00:00.000","2018-03-10T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"OSO","DOG","GERM SHEPHERD","CREAM","Neutered","MED","2013-03-15T00:00:00.000","K16-018759","DQ108","A330589","2016-05-07T00:00:00.000","2016-05-11T00:00:00.000","4","TRANSFER","RESCUE_GRP","EUTHANIZE","AGGRESSIVE","UNTREATABLE","TREATABLE/MANAGEABLE","COUNTY",,,,"1"
"JITANA","DOG","PIT BULL/MIX","BROWN/WHITE","Spayed","LARGE","2013-08-14T00:00:00.000","K18-030090","TRUCK","A375303","2018-10-02T00:00:00.000","2018-10-02T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","UNKNOWN","HEALTHY","*SONOMA","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
"BUGS","CAT","SIAMESE","GRAY TABBY","Neutered","SMALL",,"K15-013071","COOLER","A317724","2015-03-09T00:00:00.000","2015-03-09T00:00:00.000","0","STRAY","FIELD","DISPOSAL","DOA","UNTREATABLE","DEAD","*WINDSOR","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"ROXY","DOG","PIT BULL","GRAY/WHITE","Female","LARGE","2012-07-09T00:00:00.000","K19-032909","TRUCK","A389310","2019-07-09T00:00:00.000","2019-07-09T00:00:00.000","0","STRAY","VET_HOSP","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"RUSTY","DOG","CHIHUAHUA SH/MIX","TAN","Neutered","SMALL","2015-11-14T00:00:00.000","K20-035500","DS86","A362587","2020-03-03T00:00:00.000","2020-03-03T00:00:00.000","0","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","SANTA ROSA","*WINDSOR","95403","
,  95403
(38.51311, -122.75502)","1"
"BUBBLES","DOG","MALTESE/POODLE TOY","BROWN","Female","TOY","2019-05-08T00:00:00.000","K21-040109","COOLER","A399804","2021-11-12T00:00:00.000","2021-11-15T00:00:00.000","3","STRAY","FIELD","DISPOSAL","DOA","UNKNOWN","DEAD","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"ITSY BITSY","DOG","BOXER/MASTIFF","FAWN/WHITE","Female","MED","2014-02-28T00:00:00.000","K14-010568","DS76","A311000","2014-09-02T00:00:00.000","2014-09-02T00:00:00.000","0","TRANSFER","VET_HOSP","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"TJ","DOG","AUST CATTLE DOG/MIX","BLACK/WHITE","Spayed","LARGE","2006-10-07T00:00:00.000","K16-021077","DS59","A343267","2016-10-07T00:00:00.000","2016-10-07T00:00:00.000","0","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
"ROSIE","DOG","GERM SHEPHERD","BLACK/BROWN","Spayed","LARGE","2015-06-19T00:00:00.000","K15-016849","TRUCK","A331297","2015-11-19T00:00:00.000","2015-11-19T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"ENOKI","DOG","LABRADOR RETR/CATAHOULA","YELLOW","Neutered","MED","2006-10-18T00:00:00.000","K16-021197","DS56","A343795","2016-10-15T00:00:00.000","2016-10-18T00:00:00.000","3","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY","95465","
,  95465
(38.4071, -122.94753)","1"
,"CAT","DOMESTIC SH","BUFF","Unknown","SMALL",,"K17-023230","CI02","A351343","2017-04-22T00:00:00.000","2017-04-22T00:00:00.000","0","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*STOGIE","CAT","DOMESTIC SH","ORG TABBY","Neutered","SMALL","2012-03-31T00:00:00.000","K16-018280","CS04","A335077","2016-03-31T00:00:00.000","2016-04-09T00:00:00.000","9","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"ROXY/CHICA","CAT","DOMESTIC SH","BLUE CREAM/TORTIE","Female","SMALL","2013-01-28T00:00:00.000","K16-017625","TRUCK","A332508","2016-01-28T00:00:00.000","2016-01-28T00:00:00.000","0","STRAY","FIELD","TRANSFER","PETSLIFELN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
"BOO BOO","CAT","DOMESTIC LH","BLACK/WHITE","Spayed","SMALL","2010-01-31T00:00:00.000","K14-007532","CS04","A302192","2014-01-31T00:00:00.000","2014-04-24T00:00:00.000","83","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/MANAGEABLE","HEALTHY","SANTA ROSA","*SEBASTOPOL","95472","
,  95472
(38.40179, -122.82512)","1"
"TURBO","DOG","AKBASH/MIX","WHITE","Male","LARGE",,"K19-034933","DS82","A395218","2019-12-26T00:00:00.000","2019-12-27T00:00:00.000","1","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_MCHIP","UNKNOWN","PENDING","COUNTY","OUT OF COUNTY","95215","
,  95215
(37.96154, -121.23225)","1"
,"CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL",,"K19-032535","LOBBY","A388094","2019-06-08T00:00:00.000","2019-06-18T00:00:00.000","10","STRAY","FIELD","ADOPTION","REFERRAL-O","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","*SEBASTOPOL","95472","
,  95472
(38.40179, -122.82512)","1"
,"CAT","DOMESTIC SH","BLUE CREAM/TORTIE","Spayed","KITTN",,"K15-015098","CS06","A324671","2015-07-25T00:00:00.000","2015-07-29T00:00:00.000","4","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"*PEANUT","DOG","CHIHUAHUA SH/DACHSHUND","BROWN/TAN","Spayed","TOY","2014-08-19T00:00:00.000","K15-012911","TX","A317069","2015-02-24T00:00:00.000","2015-09-09T00:00:00.000","197","STRAY","FIELD","ADOPTION","REFERRAL","TREATABLE/REHAB","HEALTHY","COUNTY","*ROHNERT PARK","94928","
,  94928
(38.34246, -122.71181)","1"
"*MOMMAS","CAT","SIAMESE","SEAL PT","Spayed","SMALL","2013-06-15T00:00:00.000","K15-014409","CS05","A322850","2015-06-11T00:00:00.000","2015-06-26T00:00:00.000","15","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*PETALUMA","94952","
,  94952
(38.23262, -122.64426)","1"
"CHICA","DOG","CAIRN TERRIER/POMERANIAN","TAN","Spayed","SMALL","2013-06-09T00:00:00.000","K14-012018","DA34","A314745","2014-12-09T00:00:00.000","2014-12-18T00:00:00.000","9","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"*SYRAH","CAT","DOMESTIC SH","BRN TABBY/WHITE","Spayed","KITTN","2019-08-23T00:00:00.000","K19-034425","LOBBY","A393508","2019-11-05T00:00:00.000","2019-11-09T00:00:00.000","4","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","SANTA ROSA","*PETALUMA","94954","
,  94954
(38.245316, -122.59871)","1"
"SUSIE","DOG","BRITTANY/MIX","WHITE/BLACK","Female","SMALL","2014-07-31T00:00:00.000","K21-039168","DS85","A406067","2021-07-28T00:00:00.000","2021-07-29T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC SH","TORTIE","Spayed","SMALL","2013-08-18T00:00:00.000","K14-010346","CS06","A310294","2014-08-18T00:00:00.000","2014-08-21T00:00:00.000","3","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"*GIANNA","DOG","COCKER SPAN/POODLE MIN","BLACK","Spayed","SMALL","2008-10-13T00:00:00.000","K16-019541","DQ113","A239962","2016-07-01T00:00:00.000","2016-07-19T00:00:00.000","18","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"EPHY","DOG","GERM SHEPHERD","BLACK/TAN","Female","MED","2015-11-04T00:00:00.000","K18-029291","DS63","A334607","2018-07-31T00:00:00.000","2018-08-30T00:00:00.000","30","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*LUKE","CAT","DOMESTIC SH","GRAY","Neutered","SMALL","2019-03-27T00:00:00.000","K19-033464","WESTFARM","A389975","2019-08-24T00:00:00.000","2019-08-28T00:00:00.000","4","ADOPTION RETURN","OVER THE COUNTER","ADOPTION","WESTFARM","HEALTHY","HEALTHY","*WINDSOR","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"FU MANCHU","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","KITTN","2015-05-04T00:00:00.000","K15-013840","LOBBY","A321410","2015-05-07T00:00:00.000","2015-07-21T00:00:00.000","75","STRAY","COMM CAT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95436","
,  95436
(38.47569, -122.89487)","1"
,"CAT","DOMESTIC SH","BLACK/GRAY","Female","SMALL","2020-06-16T00:00:00.000","K22-041631","CS06","A412011","2022-06-16T00:00:00.000","2022-06-28T00:00:00.000","12","STRAY","PHONE","TRANSFER","FORGOTTEN","UNKNOWN","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"OTHER","CHICKEN","BLACK","Male","SMALL",,"K21-038734","SAL","A405222","2021-06-05T00:00:00.000","2021-06-17T00:00:00.000","12","STRAY","FIELD","TRANSFER","WESTFARM","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN",,"K16-021261","CS06","A344074","2016-10-21T00:00:00.000","2016-10-22T00:00:00.000","1","STRAY","COMM CAT","EUTHANIZE","FERAL","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"*MAGGIE","CAT","DOMESTIC SH","BRN TABBY","Spayed","SMALL","2015-11-08T00:00:00.000","K17-024878","LOBBY","A356997","2017-08-16T00:00:00.000","2017-11-14T00:00:00.000","90","STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","UNKNOWN","HEALTHY","SANTA ROSA","OUT OF COUNTY","94044","
,  94044
(37.63527, -122.492)","1"
"ANGEL","DOG","CHIHUAHUA SH/MALTESE","WHITE","Spayed","PUPPY","2018-04-12T00:00:00.000","K18-028577","DA02","A373739","2018-06-07T00:00:00.000","2018-07-07T00:00:00.000","30","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","TREATABLE/REHAB","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"LILY","DOG","YORKSHIRE TERR/POODLE TOY","TAN","Spayed","SMALL","2008-06-02T00:00:00.000","K17-023751","DA20","A353506","2017-06-02T00:00:00.000","2017-07-12T00:00:00.000","40","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","WINE CNTRY","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","OUT OF COUNTY","94515","
,  94515","1"
"CAZIE","DOG","FOX TERR SMOOTH","TRICOLOR","Female","SMALL","2015-01-11T00:00:00.000","K18-026979","TRUCK","A366786","2018-01-11T00:00:00.000","2018-01-11T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","COUNTY","COUNTY","95421","
,  95421
(38.53578, -123.08828)","1"
"*GINGER","DOG","CHIHUAHUA SH","BLACK","Spayed","SMALL","2005-08-06T00:00:00.000","K14-009986","DA08","A309431","2014-07-26T00:00:00.000","2014-09-20T00:00:00.000","56","STRAY","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
"ANGEL","CAT","DOMESTIC MH","BRN TABBY","Neutered","SMALL","2010-11-10T00:00:00.000","K20-037139","CS05","A401074","2020-10-28T00:00:00.000","2020-11-20T00:00:00.000","23","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","BRN TABBY","Unknown","SMALL",,"K17-023218","CS06","A351306","2017-04-21T00:00:00.000","2017-04-25T00:00:00.000","4","STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","*WINDSOR","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"NICKELS","DOG","PIT BULL/MIX","BLACK/WHITE","Spayed","LARGE","2021-05-06T00:00:00.000","K22-041125","DA15","A410850","2022-04-15T00:00:00.000","2022-06-06T00:00:00.000","52","OWNER SURRENDER","OVER THE COUNTER_OS","TRANSFER","HSTT","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","96161","
,  96161
(39.32612, -120.21215)","1"
,"DOG","PIT BULL","BROWN/WHITE","Female","MED",,"K22-040979","DI100","A410718","2022-03-25T00:00:00.000","2022-05-07T00:00:00.000","43","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
"*QUINCY","DOG","PIT BULL","FAWN/WHITE","Neutered","MED","2015-04-02T00:00:00.000","K18-027510","DA41","A369340","2018-03-11T00:00:00.000","2018-06-20T00:00:00.000","101","STRAY","FIELD","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"BRUNO","DOG","CHIHUAHUA SH","BROWN","Neutered","SMALL","2013-04-01T00:00:00.000","K17-025045","MOBILE","A350391","2017-08-26T00:00:00.000","2017-09-16T00:00:00.000","21","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","MOB EVENT","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","94538","
,  94538
(37.521278, -121.967986)","1"
"MAC","DOG","PIT BULL","BLACK/WHITE","Neutered","LARGE",,"K18-028505","VET","A312916","2018-06-01T00:00:00.000","2018-06-01T00:00:00.000","0","CONFISCATE","FLD_ARREST","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"CAT","DOMESTIC SH","GRAY TABBY","Spayed","SMALL",,"K16-019419","CS06","A338727","2016-06-24T00:00:00.000","2016-06-30T00:00:00.000","6","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","TREATABLE/MANAGEABLE","COUNTY","COUNTY","95425","
,  95425
(38.8063, -123.01785)","1"
"*YOLA","CAT","DOMESTIC SH","BRN TABBY/WHITE","Spayed","KITTN","2020-06-01T00:00:00.000","K20-036195","CI01","A398880","2020-07-13T00:00:00.000","2020-08-28T00:00:00.000","46","STRAY","FIELD","ADOPTION","REFERRAL-F","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","*HEALDSBURG","95448","
,  95448
(38.61064, -122.86883)","1"
,"CAT","DOMESTIC LH","GRAY/WHITE","Unknown","SMALL",,"K19-031585","CS06","A384679","2019-03-02T00:00:00.000","2019-03-05T00:00:00.000","3","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
"*JACK","CAT","DOMESTIC MH","WHITE","Neutered","SMALL","2015-02-24T00:00:00.000","K18-027382","CA02","A369120","2018-02-24T00:00:00.000","2018-03-07T00:00:00.000","11","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"OLIVE","DOG","PIT BULL/MIX","BR BRINDLE/WHITE","Female","SMALL",,"K21-038326","TRUCK","A403893","2021-04-21T00:00:00.000","2021-04-21T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","DOMESTIC MH","BRN TABBY","Neutered","SMALL","2008-11-06T00:00:00.000","K15-016642","SMM","A329414","2015-11-02T00:00:00.000","2015-11-07T00:00:00.000","5","STRAY","FIELD","EUTHANIZE","ILL SEVERE","HEALTHY","UNTREATABLE","SANTA ROSA",,,,"1"
"MRS BIGGLESWORTH","CAT","DOMESTIC MH","GRAY","Spayed","SMALL","2013-09-27T00:00:00.000","K19-033776","CA02","A391571","2019-09-19T00:00:00.000","2019-10-12T00:00:00.000","23","STRAY","FIELD","ADOPTION","SCAS WEB","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","OUT OF COUNTY","94577","
,  94577
(37.72832, -122.15856)","1"
"*JESSIE","DOG","PIT BULL","WHITE/BLUE","Spayed","LARGE","2012-12-29T00:00:00.000","K14-012229","FOSTER","A315335","2014-12-29T00:00:00.000","2015-05-13T00:00:00.000","135","STRAY","FIELD","TRANSFER","PETALUMAAS","HEALTHY","HEALTHY","COUNTY","*PETALUMA","94952","
,  94952
(38.23262, -122.64426)","1"
